1,559,84,0,0,0,0
2,639,160,0,0,0,0
3,45,173,0,0,0,0
4,1112,252,0,0,0,0
5,156,233,0,0,0,0
6,440,15,0,0,0,0
7,391,160,0,0,0,0
8,355,246,0,0,0,0
9,154,244,0,0,0,0
10,463,110,0,0,0,0
11,482,32,0,0,0,0
12,568,126,0,0,0,0
13,26,222,0,0,0,0
14,917,263,0,0,0,0
15,1074,8,0,0,0,0
16,665,85,0,0,0,0
17,496,189,0,0,0,0
18,840,18,0,0,0,0
19,560,202,0,0,0,0
20,143,193,0,0,0,0
21,1103,218,0,0,0,0
22,878,162,0,0,0,0
23,415,32,0,0,0,0
24,363,30,0,0,0,0
25,650,112,0,0,0,0
26,729,223,0,0,0,0
27,577,271,0,0,0,0
28,1037,75,0,0,0,0
29,775,128,0,0,0,0
30,559,261,0,0,0,0
31,667,268,0,0,0,0
32,498,205,0,0,0,0
33,311,268,0,0,0,0
34,977,62,0,0,0,0
35,231,265,0,0,0,0
36,1082,144,0,0,0,0
37,559,168,0,0,0,0
38,751,75,0,0,0,0
39,41,70,0,0,0,0
40,585,24,0,0,0,0
41,388,173,0,0,0,0
42,736,51,0,0,0,0
43,1102,270,0,0,0,0
44,475,227,0,0,0,0
45,963,93,0,0,0,0
46,465,65,0,0,0,0
47,484,162,0,0,0,0
48,399,198,0,0,0,0
49,565,88,0,0,0,0
50,367,194,0,0,0,0
51,621,297,0,0,0,0
52,476,89,0,0,0,0
53,1083,120,0,0,0,0
54,924,152,0,0,0,0
55,65,236,0,0,0,0
56,586,179,0,0,0,0
57,76,23,0,0,0,0
58,152,278,0,0,0,0
59,1055,276,0,0,0,0
60,398,130,0,0,0,0
61,578,177,0,0,0,0
62,509,17,0,0,0,0
63,603,141,0,0,0,0
64,508,225,0,0,0,0
65,362,40,0,0,0,0
66,1200,43,0,0,0,0
67,1058,254,0,0,0,0
68,6,55,0,0,0,0
69,255,291,0,0,0,0
70,626,266,0,0,0,0
71,127,274,0,0,0,0
72,290,40,0,0,0,0
73,1002,15,0,0,0,0
74,1189,90,0,0,0,0
75,803,117,0,0,0,0
76,1035,71,0,0,0,0
77,388,152,0,0,0,0
78,1024,36,0,0,0,0
79,113,252,0,0,0,0
80,657,110,0,0,0,0
81,1172,121,0,0,0,0
82,345,40,0,0,0,0
83,40,186,0,0,0,0
84,709,261,0,0,0,0
85,171,88,0,0,0,0
86,1087,152,0,0,0,0
87,20,23,0,0,0,0
88,583,271,0,0,0,0
89,140,230,0,0,0,0
90,129,141,0,0,0,0
91,375,70,0,0,0,0
92,94,164,0,0,0,0
93,203,208,0,0,0,0
94,462,52,0,0,0,0
95,632,276,0,0,0,0
96,355,153,0,0,0,0
97,1161,124,0,0,0,0
98,829,20,0,0,0,0
99,854,42,0,0,0,0
100,769,63,0,0,0,0
101,776,130,0,0,0,0
102,798,266,0,0,0,0
103,263,29,0,0,0,0
104,951,221,0,0,0,0
105,519,144,0,0,0,0
106,892,41,0,0,0,0
107,433,165,0,0,0,0
108,561,140,0,0,0,0
109,5,65,0,0,0,0
110,298,232,0,0,0,0
111,332,162,0,0,0,0
112,274,285,0,0,0,0
113,791,105,0,0,0,0
114,446,196,0,0,0,0
115,886,15,0,0,0,0
116,463,150,0,0,0,0
117,199,18,0,0,0,0
118,829,266,0,0,0,0
119,521,292,0,0,0,0
120,423,129,0,0,0,0
121,910,121,0,0,0,0
122,391,145,0,0,0,0
123,861,45,0,0,0,0
124,711,117,0,0,0,0
125,94,22,0,0,0,0
126,435,18,0,0,0,0
127,1052,16,0,0,0,0
128,1149,101,0,0,0,0
129,116,235,0,0,0,0
130,888,159,0,0,0,0
131,3,114,0,0,0,0
132,463,208,0,0,0,0
133,1068,154,0,0,0,0
134,420,156,0,0,0,0
135,896,153,0,0,0,0
136,291,71,0,0,0,0
137,1182,150,0,0,0,0
138,801,151,0,0,0,0
139,904,171,0,0,0,0
140,907,140,0,0,0,0
141,924,273,0,0,0,0
142,937,118,0,0,0,0
143,570,163,0,0,0,0
144,556,166,0,0,0,0
145,274,255,0,0,0,0
146,591,174,0,0,0,0
147,1039,138,0,0,0,0
148,818,39,0,0,0,0
149,176,90,0,0,0,0
150,733,36,0,0,0,0
151,762,134,0,0,0,0
152,1065,218,0,0,0,0
153,596,190,0,0,0,0
154,1004,210,0,0,0,0
155,231,179,0,0,0,0
156,540,181,0,0,0,0
157,800,227,0,0,0,0
158,1043,137,0,0,0,0
159,101,248,0,0,0,0
160,989,277,0,0,0,0
161,60,208,0,0,0,0
162,1148,103,0,0,0,0
163,967,255,0,0,0,0
164,559,73,0,0,0,0
165,511,47,0,0,0,0
166,180,142,0,0,0,0
167,938,206,0,0,0,0
168,197,251,0,0,0,0
169,1023,40,0,0,0,0
170,152,214,0,0,0,0
171,730,24,0,0,0,0
172,291,41,0,0,0,0
173,1161,46,0,0,0,0
174,342,181,0,0,0,0
175,157,218,0,0,0,0
176,209,134,0,0,0,0
177,973,130,0,0,0,0
178,424,240,0,0,0,0
179,712,72,0,0,0,0
180,945,202,0,0,0,0
181,63,29,0,0,0,0
182,156,54,0,0,0,0
183,475,25,0,0,0,0
184,223,251,0,0,0,0
185,218,74,0,0,0,0
186,411,11,0,0,0,0
187,691,41,0,0,0,0
188,162,300,0,0,0,0
189,295,87,0,0,0,0
190,1000,212,0,0,0,0
191,594,60,0,0,0,0
192,37,6,0,0,0,0
193,764,299,0,0,0,0
194,911,88,0,0,0,0
195,967,72,0,0,0,0
196,145,28,0,0,0,0
197,50,178,0,0,0,0
198,1191,158,0,0,0,0
199,1060,229,0,0,0,0
200,1136,95,0,0,0,0
201,186,156,0,0,0,0
202,210,23,0,0,0,0
203,201,51,0,0,0,0
204,798,49,0,0,0,0
205,161,32,0,0,0,0
206,108,146,0,0,0,0
207,1044,106,0,0,0,0
208,197,191,0,0,0,0
209,579,266,0,0,0,0
210,491,52,0,0,0,0
211,1135,58,0,0,0,0
212,208,200,0,0,0,0
213,247,71,0,0,0,0
214,78,201,0,0,0,0
215,454,18,0,0,0,0
216,390,88,0,0,0,0
217,222,36,0,0,0,0
218,580,39,0,0,0,0
219,28,169,0,0,0,0
220,383,236,0,0,0,0
221,125,200,0,0,0,0
222,236,223,0,0,0,0
223,620,236,0,0,0,0
224,220,203,0,0,0,0
225,951,233,0,0,0,0
226,477,84,0,0,0,0
227,857,245,0,0,0,0
228,255,202,0,0,0,0
229,470,28,0,0,0,0
230,934,195,0,0,0,0
231,438,132,0,0,0,0
232,151,129,0,0,0,0
233,901,45,0,0,0,0
234,133,88,0,0,0,0
235,689,234,0,0,0,0
236,921,15,0,0,0,0
237,1185,90,0,0,0,0
238,1127,216,0,0,0,0
239,620,300,0,0,0,0
240,525,56,0,0,0,0
241,15,131,0,0,0,0
242,911,298,0,0,0,0
243,851,189,0,0,0,0
244,1020,292,0,0,0,0
245,588,285,0,0,0,0
246,864,271,0,0,0,0
247,782,105,0,0,0,0
248,918,126,0,0,0,0
249,1179,291,0,0,0,0
250,157,287,0,0,0,0
251,904,106,0,0,0,0
252,107,272,0,0,0,0
253,676,157,0,0,0,0
254,824,217,0,0,0,0
