1,402,39,0,normal,0,0
2,1037,28,0,normal,0,0
3,647,155,0,normal,0,0
4,95,14,0,normal,0,0
5,865,213,0,normal,0,0
6,535,207,0,normal,0,0
7,178,94,0,normal,0,0
8,406,82,0,normal,0,0
9,434,222,0,normal,0,0
10,125,283,0,normal,0,0
11,260,250,0,normal,0,0
12,1084,136,0,normal,0,0
13,957,228,0,normal,0,0
14,501,133,0,normal,0,0
15,1068,281,0,normal,0,0
16,159,42,0,normal,0,0
17,1135,207,0,normal,0,0
18,237,241,0,normal,0,0
19,619,79,0,normal,0,0
20,367,110,0,normal,0,0
21,425,297,0,normal,0,0
22,684,297,0,normal,0,0
23,431,251,0,normal,0,0
24,479,266,0,normal,0,0
25,1198,94,0,normal,0,0
26,322,180,0,normal,0,0
27,190,225,0,normal,0,0
28,87,268,0,normal,0,0
29,913,56,0,normal,0,0
30,677,245,0,normal,0,0
31,850,145,0,normal,0,0
32,31,271,0,normal,0,0
33,431,288,0,normal,0,0
34,787,204,0,normal,0,0
35,969,73,0,normal,0,0
36,58,116,0,normal,0,0
37,525,256,0,normal,0,0
38,613,26,0,normal,0,0
39,282,227,0,normal,0,0
40,736,143,0,normal,0,0
41,263,257,0,normal,0,0
42,538,139,0,normal,0,0
43,265,204,0,normal,0,0
44,353,92,0,normal,0,0
45,317,70,0,normal,0,0
46,1128,49,0,normal,0,0
47,216,176,0,normal,0,0
48,573,139,0,normal,0,0
49,1059,49,0,normal,0,0
50,228,30,0,normal,0,0
51,785,205,0,normal,0,0
52,123,277,0,normal,0,0
53,616,188,0,normal,0,0
54,1112,45,0,normal,0,0
55,897,267,0,normal,0,0
56,1005,48,0,normal,0,0
57,752,176,0,normal,0,0
58,18,151,0,normal,0,0
59,419,170,0,normal,0,0
60,825,26,0,normal,0,0
61,1005,252,0,normal,0,0
62,1192,1,0,normal,0,0
63,215,212,0,normal,0,0
64,1151,263,0,normal,0,0
65,362,268,0,normal,0,0
66,271,46,0,normal,0,0
67,431,145,0,normal,0,0
68,825,162,0,normal,0,0
69,725,212,0,normal,0,0
70,578,210,0,normal,0,0
71,1146,193,0,normal,0,0
72,711,142,0,normal,0,0
73,1145,115,0,normal,0,0
74,992,217,0,normal,0,0
75,1192,289,0,normal,0,0
76,866,262,0,normal,0,0
77,7,220,0,normal,0,0
78,151,189,0,normal,0,0
79,1186,204,0,normal,0,0
80,825,294,0,normal,0,0
81,979,111,0,normal,0,0
82,727,41,0,normal,0,0
83,1096,107,0,normal,0,0
84,485,73,0,normal,0,0
85,496,51,0,normal,0,0
86,719,285,0,normal,0,0
87,584,266,0,normal,0,0
88,488,152,0,normal,0,0
89,740,98,0,normal,0,0
90,711,198,0,normal,0,0
91,62,20,0,normal,0,0
92,791,152,0,normal,0,0
93,47,271,0,normal,0,0
94,767,46,0,normal,0,0
95,255,225,0,normal,0,0
96,664,210,0,normal,0,0
97,340,216,0,normal,0,0
98,532,149,0,normal,0,0
99,628,179,0,normal,0,0
100,1127,234,0,normal,0,0
101,967,228,0,normal,0,0
102,713,170,0,normal,0,0
103,274,242,0,normal,0,0
104,630,117,0,normal,0,0
105,927,32,0,normal,0,0
106,924,256,0,normal,0,0
107,468,138,0,normal,0,0
108,363,100,0,normal,0,0
109,984,175,0,normal,0,0
110,500,274,0,normal,0,0
111,888,232,0,normal,0,0
112,299,148,0,normal,0,0
113,849,219,0,normal,0,0
114,489,219,0,normal,0,0
115,467,224,0,normal,0,0
116,174,152,0,normal,0,0
117,780,2,0,normal,0,0
118,199,91,0,normal,0,0
119,135,94,0,normal,0,0
120,219,7,0,normal,0,0
121,147,11,0,normal,0,0
122,364,299,0,normal,0,0
123,75,118,0,normal,0,0
124,409,76,0,normal,0,0
125,603,290,0,normal,0,0
126,644,6,0,normal,0,0
127,371,252,0,normal,0,0
128,618,253,0,normal,0,0
129,1156,287,0,normal,0,0
130,646,57,0,normal,0,0
131,195,253,0,normal,0,0
132,965,8,0,normal,0,0
133,1081,23,0,normal,0,0
134,970,205,0,normal,0,0
135,1050,200,0,normal,0,0
136,461,111,0,normal,0,0
137,479,30,0,normal,0,0
138,366,196,0,normal,0,0
139,996,291,0,normal,0,0
140,882,28,0,normal,0,0
141,34,198,0,normal,0,0
142,933,15,0,normal,0,0
143,952,71,0,normal,0,0
144,497,141,0,normal,0,0
145,551,33,0,normal,0,0
146,854,81,0,normal,0,0
147,1200,288,0,normal,0,0
148,298,112,0,normal,0,0
149,438,240,0,normal,0,0
150,236,27,0,normal,0,0
151,982,167,0,normal,0,0
152,550,47,0,normal,0,0
153,876,264,0,normal,0,0
154,632,171,0,normal,0,0
155,355,242,0,normal,0,0
156,298,140,0,normal,0,0
157,1189,102,0,normal,0,0
158,362,124,0,normal,0,0
159,611,287,0,normal,0,0
160,643,264,0,normal,0,0
161,347,85,0,normal,0,0
162,81,264,0,normal,0,0
163,1030,128,0,normal,0,0
164,1166,193,0,normal,0,0
165,952,145,0,normal,0,0
166,1063,251,0,normal,0,0
167,738,59,0,normal,0,0
168,407,240,0,normal,0,0
169,491,150,0,normal,0,0
170,1048,38,0,normal,0,0
171,255,262,0,normal,0,0
172,277,11,0,normal,0,0
173,332,216,0,normal,0,0
174,73,98,0,normal,0,0
175,237,264,0,normal,0,0
176,545,259,0,normal,0,0
177,903,146,0,normal,0,0
178,753,254,0,normal,0,0
179,1200,127,0,normal,0,0
180,589,80,0,normal,0,0
181,537,170,0,normal,0,0
182,132,226,0,normal,0,0
183,982,183,0,normal,0,0
184,51,9,0,normal,0,0
185,966,28,0,normal,0,0
186,790,201,0,normal,0,0
187,1085,149,0,normal,0,0
188,47,129,0,normal,0,0
189,571,182,0,normal,0,0
190,1,56,0,normal,0,0
191,42,150,0,normal,0,0
192,1141,104,0,normal,0,0
193,964,98,0,normal,0,0
194,266,194,0,normal,0,0
195,324,118,0,normal,0,0
196,584,51,0,normal,0,0
197,228,207,0,normal,0,0
198,509,212,0,normal,0,0
199,196,20,0,normal,0,0
200,795,287,0,normal,0,0
201,197,12,0,normal,0,0
202,761,24,0,normal,0,0
203,250,26,0,normal,0,0
204,565,99,0,normal,0,0
205,960,53,0,normal,0,0
206,633,157,0,normal,0,0
207,620,293,0,normal,0,0
208,1097,126,0,normal,0,0
209,288,66,0,normal,0,0
210,728,215,0,normal,0,0
211,298,177,0,normal,0,0
212,1007,160,0,normal,0,0
213,448,34,0,normal,0,0
214,674,118,0,normal,0,0
215,729,125,0,normal,0,0
216,1035,63,0,normal,0,0
217,126,63,0,normal,0,0
218,54,202,0,normal,0,0
219,922,110,0,normal,0,0
220,7,119,0,normal,0,0
221,400,294,0,normal,0,0
222,919,94,0,normal,0,0
223,306,198,0,normal,0,0
224,361,86,0,normal,0,0
225,247,274,0,normal,0,0
226,816,62,0,normal,0,0
227,448,280,0,normal,0,0
228,792,202,0,normal,0,0
229,961,49,0,normal,0,0
230,819,33,0,normal,0,0
231,613,70,0,normal,0,0
232,40,13,0,normal,0,0
233,130,219,0,normal,0,0
234,371,123,0,normal,0,0
235,588,189,0,normal,0,0
236,787,19,0,normal,0,0
237,636,137,0,normal,0,0
238,98,271,0,normal,0,0
239,776,169,0,normal,0,0
240,37,198,0,normal,0,0
241,906,215,0,normal,0,0
242,352,252,0,normal,0,0
243,367,215,0,normal,0,0
244,94,22,0,normal,0,0
245,802,198,0,normal,0,0
246,93,199,0,normal,0,0
247,97,110,0,normal,0,0
248,1112,139,0,normal,0,0
249,295,10,0,normal,0,0
250,337,3,0,normal,0,0
251,717,18,0,normal,0,0
252,331,150,0,normal,0,0
253,774,292,0,normal,0,0
254,608,42,0,normal,0,0
255,64,279,0,normal,0,0
256,1157,276,0,normal,0,0
257,183,72,0,normal,0,0
258,345,38,0,normal,0,0
259,14,208,0,normal,0,0
260,479,158,0,normal,0,0
261,152,222,0,normal,0,0
262,382,282,0,normal,0,0
263,894,186,0,normal,0,0
264,419,233,0,normal,0,0
265,817,108,0,normal,0,0
266,308,67,0,normal,0,0
267,186,268,0,normal,0,0
